democratic_party_therm,republican_party_therm,respondent_pid,respondent_race,respondent_gender,christ_fundementalist_therm,feminist_therm,labor_union_therm,poor_therm,big_biz_therm,rich_therm,police_therm,scientists_therm
85,15,1,5,2,50,70,50,60,15,30,85,85
70,85,6,1,2,7,7,72,52,3,40,72,69
60,50,2,6,2,52,54,56,100,27,2,2,50
50,0,3,1,2,40,70,60,80,0,30,40,80
13,31,7,1,2,29,28,15,52,40,51,69,86
50,50,3,1,2,70,87,83,98,61,99,100,69
21,42,6,1,1,0,30,15,50,50,50,85,70
85,0,3,1,1,15,50,30,50,50,50,70,70
85,15,1,1,1,15,60,80,78,13,30,66,82
30,60,5,1,1,62,53,72,52,62,52,61,72
16,1,2,2,2,60,61,48,60,60,61,50,60
78,15,1,1,1,15,85,85,85,30,50,85,100
70,0,1,5,2,51,59,53,60,50,50,71,60
70,40,2,1,1,30,70,60,85,60,60,85,70
54,61,5,5,1,3,0,16,41,22,85,28,100
40,0,4,1,1,50,50,100,85,0,40,70,50
100,15,1,3,1,15,70,60,60,60,50,70,60
0,40,7,1,2,50,50,50,50,50,50,50,50
40,0,3,2,1,0,40,30,60,40,40,15,60
15,60,5,1,1,90,51,40,90,60,90,90,90
59,70,5,1,1,40,51,100,60,70,70,100,70
2,4,4,1,2,0,100,70,85,0,50,15,70
60,0,3,1,3,0,100,92,100,30,41,43,100
40,0,3,1,2,40,100,70,100,40,100,85,100
30,60,7,1,1,85,30,30,85,70,85,100,85
20,60,4,1,1,96,84,96,68,98,88,100,67
30,50,5,1,2,56,42,54,85,50,50,69,81
16,61,5,1,2,61,41,63,51,51,50,89,70
10,35,7,1,1,65,65,40,65,70,60,70,95
70,30,3,1,2,15,76,75,57,30,42,76,98
62,1,3,1,1,0,86,61,72,42,1,83,99
60,0,1,1,1,0,50,65,50,35,50,40,85
0,70,7,1,1,50,0,0,100,50,50,100,0
100,0,1,1,2,0,50,50,85,15,85,60,50
1,92,7,1,2,50,0,0,94,17,50,100,50
50,50,5,1,1,70,15,50,40,15,30,70,100
70,15,1,2,2,50,40,50,70,41,50,83,50
30,60,5,1,1,70,30,30,100,15,0,40,80
30,60,7,6,2,15,70,100,100,50,70,100,100
15,30,7,3,2,81,91,84,70,81,88,90,89
50,50,5,1,1,85,15,70,85,50,85,85,85
15,85,7,1,1,15,50,15,85,50,50,85,100
25,50,2,1,1,41,52,61,55,57,50,71,62
51,15,2,1,1,16,71,79,85,50,50,84,85
15,60,5,1,1,63,41,11,60,61,51,81,87
60,30,4,6,1,16,50,40,50,50,50,70,50
85,40,1,1,2,30,50,60,50,50,50,70,85
78,25,3,1,2,40,40,40,85,40,40,40,85
100,0,1,5,2,50,60,85,70,31,40,98,99
70,30,3,1,2,50,50,50,60,15,40,100,100
31,90,7,1,2,56,50,80,56,70,52,98,98
70,40,3,1,2,40,60,60,70,30,50,85,70
100,54,1,2,1,60,85,85,85,70,0,50,70
16,61,7,1,2,54,32,57,53,50,50,85,82
85,30,4,1,2,43,40,45,43,41,60,43,71
0,0,4,1,2,3,6,6,10,0,7,4,9
0,100,7,1,1,70,30,17,85,50,50,100,30
0,40,7,1,2,85,50,0,85,85,85,100,100
51,51,4,1,1,50,41,50,50,51,50,85,50
60,70,4,1,1,50,30,100,40,40,40,100,100
2,70,6,1,2,62,88,66,86,49,60,100,77
100,20,2,1,1,40,77,100,77,41,39,87,75
2,70,7,1,1,100,2,1,100,48,50,100,51
0,85,7,3,2,70,70,70,85,70,70,100,100
85,15,1,5,2,71,70,72,70,70,85,70,85
50,50,4,5,2,50,50,50,50,50,50,50,50
15,85,7,1,1,20,0,30,80,80,100,100,80
15,85,7,1,1,85,24,70,85,85,85,91,85
10,75,7,1,2,70,0,15,50,50,50,85,50
0,85,6,1,2,50,50,50,100,60,0,85,60
15,30,6,1,1,75,41,61,62,32,40,98,81
72,33,1,1,2,22,89,76,81,89,79,91,89
70,0,3,5,1,40,40,40,85,30,40,85,85
99,71,1,5,2,70,85,100,70,70,85,85,100
10,80,7,1,1,50,1,50,50,50,50,90,50
40,0,2,1,2,30,85,70,50,40,50,60,100
35,90,7,1,2,50,15,16,50,75,78,85,33
73,27,1,5,2,3,63,55,69,37,53,88,92
30,70,6,1,1,34,47,15,51,55,76,99,80
70,30,1,2,2,60,0,50,100,85,0,50,100
70,15,2,1,2,10,40,40,50,50,50,70,85
16,31,5,1,1,70,17,17,85,86,72,90,85
0,70,6,5,2,60,60,70,100,85,70,100,15
80,0,1,2,1,31,61,85,70,16,31,16,85
70,1,3,1,1,0,0,60,50,50,50,50,50
0,85,7,1,2,40,0,40,85,60,85,85,85
15,60,7,1,1,97,51,61,50,40,63,86,78
40,13,3,5,2,0,85,10,90,10,50,95,95
70,85,7,1,2,85,80,100,70,85,70,100,100
35,2,2,1,2,0,85,100,50,50,50,85,100
70,60,3,1,1,50,60,70,70,60,70,100,100
50,50,4,1,1,15,40,30,100,60,15,85,100
65,30,1,1,2,0,50,90,50,10,10,70,80
89,62,1,2,2,70,70,85,85,85,85,70,85
64,29,3,1,2,28,83,70,76,36,45,60,63
60,50,4,1,1,15,60,50,60,50,40,30,85
0,0,6,5,2,61,1,97,99,98,97,96,50
60,0,4,1,1,0,100,100,100,0,0,0,100
0,0,4,1,1,0,85,100,100,0,40,40,100
0,15,5,1,1,60,15,15,85,71,85,100,50
31,31,5,1,2,87,40,82,81,62,69,71,100
0,51,5,1,1,31,50,65,50,51,50,22,98
47,11,3,1,2,5,100,75,85,15,30,35,100
30,50,6,1,1,56,54,64,62,36,70,89,65
0,71,7,1,2,53,0,87,85,52,85,50,85
60,30,3,1,2,40,100,75,70,40,40,60,80
12,7,4,5,2,86,87,84,86,84,70,70,98
41,8,2,1,1,0,50,90,100,10,50,40,100
100,50,1,6,1,40,85,85,85,15,50,40,100
70,50,2,1,2,15,85,70,70,40,50,70,85
40,60,6,1,1,86,50,70,99,61,50,99,70
91,26,1,1,2,50,70,30,83,36,50,85,70
85,50,1,2,2,83,92,70,100,70,70,70,85
60,60,4,1,2,0,85,40,85,85,85,85,100
98,2,1,1,2,44,79,72,80,50,64,74,78
65,30,1,1,2,85,85,85,85,60,85,70,85
70,15,1,1,1,15,70,70,60,15,40,60,85
8,62,7,1,1,92,21,23,40,50,50,90,40
6,61,7,1,1,85,16,16,60,70,51,84,50
55,32,3,1,1,31,50,63,51,51,50,51,84
15,70,7,1,2,84,4,2,50,59,61,99,60
0,70,7,1,2,85,40,15,85,15,85,85,85
15,85,6,3,1,40,50,50,60,40,50,80,80
100,1,1,1,2,0,85,70,100,15,60,60,60
51,50,4,1,2,52,97,30,70,40,40,97,97
60,9,2,1,2,16,72,71,60,39,60,78,96
60,15,5,3,1,0,100,50,50,40,40,50,100
0,60,6,1,2,60,40,60,85,60,70,85,70
0,0,4,6,1,50,0,50,100,0,50,100,100
55,45,3,5,1,39,49,49,50,51,51,49,70
42,63,4,1,2,50,50,50,50,50,50,85,50
16,31,6,1,1,50,50,40,60,40,40,100,50
9,85,6,1,1,75,0,50,41,79,70,41,50
15,60,5,6,1,3,51,15,60,31,30,97,71
40,31,2,1,1,61,28,71,61,52,41,86,71
0,60,5,1,2,50,50,60,100,50,50,100,100
70,0,1,3,1,0,85,70,70,0,40,60,100
85,40,3,1,1,0,85,50,50,70,50,60,100
0,0,4,1,1,30,0,15,30,30,40,30,30
60,50,4,1,2,70,100,70,85,60,60,70,85
15,30,6,1,2,10,90,0,70,90,80,65,90
99,0,1,6,2,100,100,100,100,100,100,100,100
100,0,1,1,2,0,100,100,100,50,50,60,100
15,15,4,3,1,40,50,50,60,15,50,85,60
100,70,2,2,2,100,0,40,70,15,30,15,15
30,40,4,1,2,50,30,30,100,50,50,100,50
85,15,1,1,1,0,85,85,85,40,50,60,70
70,15,1,1,1,40,50,60,50,40,50,50,50
85,15,1,1,2,60,70,100,70,50,70,85,60
86,54,1,3,2,72,92,51,85,51,52,69,100
70,40,3,1,1,7,90,58,43,22,30,73,79
15,30,5,1,1,50,50,40,50,60,40,60,70
85,2,1,1,2,0,95,50,70,45,45,60,95
63,58,4,1,2,50,30,30,40,70,42,85,69
0,99,7,1,1,100,31,48,50,52,53,80,85
50,31,4,3,1,50,51,50,69,50,50,85,84
50,50,4,1,2,100,0,50,70,50,50,100,85
40,40,3,1,1,30,15,85,100,30,40,40,100
60,30,1,1,1,59,71,84,84,6,2,71,70
87,0,2,2,2,50,85,70,100,70,85,40,100
2,87,5,1,1,95,10,50,70,61,60,95,70
77,30,6,1,1,15,80,60,74,61,75,80,95
40,60,5,1,2,50,50,70,100,50,50,100,85
60,15,2,1,1,50,0,95,90,70,41,15,100
0,60,5,1,1,100,50,50,60,70,50,85,70
100,50,1,5,2,53,97,84,97,80,73,69,85
40,60,7,1,2,100,30,0,85,60,70,85,30
10,10,4,1,2,0,55,0,65,5,55,15,100
45,70,5,1,1,50,40,40,70,30,50,70,100
45,45,5,1,2,30,50,40,60,40,40,85,85
60,15,1,2,2,71,50,51,85,52,40,41,99
90,15,2,1,1,0,85,60,100,40,50,85,100
60,60,4,2,2,50,50,50,50,50,50,50,50
5,90,7,1,1,90,30,10,90,70,85,100,85
75,0,1,1,2,0,85,85,85,60,70,70,100
100,15,1,1,2,60,85,70,85,70,70,100,85
0,70,5,1,1,90,0,0,50,61,52,60,50
40,40,4,1,1,0,70,60,50,45,50,40,70
70,15,4,1,1,16,69,56,79,44,43,90,53
49,29,4,1,1,51,21,75,51,16,9,76,69
1,100,5,1,2,60,40,85,60,70,50,60,60
60,15,2,1,2,0,100,70,85,15,15,40,70
0,100,7,6,1,50,50,30,70,40,60,100,85
41,42,7,2,1,82,43,67,95,26,34,43,57
60,0,1,5,2,51,90,95,100,41,61,80,86
72,23,2,5,1,10,70,61,77,25,0,40,79
75,30,2,1,2,40,40,60,50,40,30,70,70
31,71,5,1,1,87,51,17,70,85,86,88,90
50,41,4,3,2,50,51,61,60,60,50,86,100
85,15,2,1,2,100,100,70,100,60,40,60,70
30,0,3,1,2,0,100,69,85,32,47,75,100
0,62,7,1,2,85,30,30,50,60,85,85,50
15,85,5,1,1,59,40,60,60,40,50,46,84
0,100,7,1,2,85,60,0,100,85,85,85,100
84,36,2,1,2,2,85,52,50,40,70,71,100
50,50,7,1,2,60,60,70,85,70,70,85,85
70,50,3,6,2,75,100,100,100,50,60,55,50
85,50,3,2,2,85,85,85,85,70,70,70,85
85,0,1,1,1,10,90,80,80,0,0,75,90
65,10,2,1,1,50,100,50,70,50,50,95,85
15,60,5,1,1,70,15,40,100,40,30,70,85
50,0,2,1,2,16,3,62,44,18,5,72,96
50,60,5,1,2,51,51,52,100,40,52,90,85
70,30,3,6,1,59,50,61,100,31,41,31,70
0,100,7,1,2,85,70,60,100,85,70,100,100
15,70,4,1,3,60,70,59,66,59,34,46,62
1,86,7,1,1,60,50,85,30,70,60,85,60
60,60,2,1,1,0,75,0,75,0,70,90,100
50,75,5,1,2,50,50,50,100,85,85,100,100
61,2,1,1,1,51,66,70,71,31,51,70,79
50,50,2,1,1,50,30,50,50,50,50,70,50
60,30,1,1,1,60,70,100,70,30,70,85,70
21,80,7,1,2,51,60,71,41,61,51,100,85
70,50,4,1,1,30,51,70,50,41,55,70,85
41,70,5,1,1,48,49,61,50,50,38,92,95
40,40,3,1,2,94,3,80,70,48,2,100,68
70,0,1,5,1,0,60,100,70,0,15,60,70
60,30,3,1,1,50,73,100,73,3,11,82,100
30,70,7,1,2,70,1,61,71,60,70,92,71
50,52,4,1,2,59,27,58,61,36,21,86,91
85,50,2,5,1,100,50,100,100,70,100,100,100
60,40,1,1,1,10,80,100,100,20,50,90,100
85,30,2,1,2,15,100,85,50,40,50,70,100
70,40,2,1,1,40,60,85,70,40,60,70,70
73,54,1,1,2,35,60,75,45,75,75,75,85
40,70,7,1,1,51,50,40,52,51,50,72,61
100,50,1,5,2,60,100,60,85,70,50,100,100
74,51,2,1,1,40,60,70,60,61,51,85,85
30,62,6,1,1,50,50,50,85,50,50,70,70
15,75,6,1,1,85,40,15,50,60,50,85,85
40,0,3,1,1,0,40,85,60,0,15,70,100
50,50,6,1,2,90,90,50,90,50,90,90,90
40,60,3,1,2,70,100,85,75,70,70,80,100
100,0,1,2,2,40,40,15,100,40,0,40,40
40,70,7,1,1,60,40,60,85,60,70,85,50
84,1,1,1,2,1,71,51,71,31,50,100,71
70,30,3,1,2,40,60,50,50,50,50,70,85
49,49,5,1,2,85,50,1,70,60,30,85,70
50,50,4,3,1,47,50,64,72,51,51,84,81
73,17,1,1,1,40,72,62,72,60,52,73,87
100,0,1,2,2,50,100,100,100,50,50,0,100
61,51,2,1,2,60,51,51,52,61,51,84,51
0,60,7,1,2,100,30,40,60,60,60,100,70
15,60,5,6,2,100,60,30,85,70,85,95,90
51,50,4,1,2,50,52,70,70,40,15,70,49
60,0,2,6,2,50,70,50,60,40,50,70,70
40,60,5,1,1,42,41,41,51,51,61,61,50
31,41,7,1,1,42,51,31,70,61,63,73,69
15,60,7,1,1,50,15,31,51,62,61,86,50
78,0,1,1,1,0,86,85,67,15,40,40,99
85,0,6,5,2,40,60,15,60,30,60,60,50
85,15,3,1,1,8,83,83,86,15,42,69,93
70,0,1,1,2,20,100,50,90,50,80,70,90
60,0,2,5,2,50,50,100,85,40,40,40,50
15,30,5,1,1,100,85,16,100,15,60,100,100
50,50,4,2,1,40,0,30,60,40,0,60,50
51,56,4,5,1,10,50,50,50,30,50,70,100
60,15,2,5,2,30,50,100,60,50,50,85,100
71,15,3,5,2,32,66,75,99,65,51,69,82
17,60,7,5,1,97,18,52,99,62,87,2,86
16,99,5,1,2,31,42,42,71,61,51,96,71
100,0,1,1,1,30,85,85,70,40,50,40,70
70,31,1,1,1,50,66,80,71,60,41,87,71
93,27,1,1,2,10,75,50,85,10,50,50,90
70,60,2,5,1,85,40,60,70,70,60,60,85
40,40,1,1,1,70,100,70,100,40,50,60,100
15,60,4,1,1,50,60,40,60,40,50,70,60
90,30,2,1,1,31,61,70,41,17,29,84,83
30,15,3,1,1,15,60,60,70,15,40,85,100
50,50,6,1,2,51,47,100,69,62,39,86,77
98,0,1,1,2,0,85,100,85,0,0,100,100
13,85,7,1,2,16,50,42,84,59,52,84,97
15,70,7,1,1,50,70,70,60,85,60,85,75
85,17,1,2,1,40,85,70,70,50,50,70,40
85,15,1,1,1,15,83,50,85,86,85,73,100
100,0,1,2,1,70,85,100,70,85,60,70,100
61,42,6,1,1,40,50,70,50,40,50,70,50
54,52,3,1,1,70,15,50,50,40,50,70,100
40,40,4,1,2,50,4,49,93,1,3,73,39
83,0,2,1,1,15,85,70,70,70,85,70,100
71,16,1,2,2,100,100,100,100,100,70,40,100
53,5,1,5,2,51,95,84,94,58,49,74,95
10,35,6,1,2,45,80,50,60,30,60,100,100
30,60,6,1,2,41,39,50,51,40,60,71,51
50,50,5,1,2,70,60,50,85,30,70,85,85
50,50,2,1,2,80,50,71,82,85,70,84,63
85,40,1,1,2,30,70,85,70,40,50,85,50
30,85,7,1,2,85,40,60,70,50,50,85,60
50,70,6,1,2,3,6,50,17,51,60,98,94
100,0,1,2,1,50,50,50,50,50,0,0,50
65,40,2,2,2,17,31,64,62,46,60,84,80
31,30,4,1,2,30,90,70,65,40,50,70,90
75,25,1,1,1,0,60,60,70,50,50,50,80
0,60,7,1,2,59,40,12,96,60,79,86,95
15,60,6,1,1,51,52,58,70,57,31,82,53
61,40,1,1,1,16,60,70,84,40,70,69,97
1,100,2,1,2,99,100,99,91,99,91,81,98
18,17,4,1,2,0,85,70,60,15,50,70,70
10,60,6,1,1,80,0,60,80,40,80,90,65
50,50,2,1,2,100,100,50,100,50,50,85,70
31,42,5,1,1,0,3,85,50,15,50,100,50
85,15,1,2,2,70,85,70,100,70,60,60,85
70,30,1,1,2,0,60,70,85,0,30,40,85
67,37,3,1,2,50,50,50,70,70,50,100,70
50,50,3,1,1,90,15,80,60,70,40,99,85
50,0,2,3,2,60,50,60,100,50,50,100,0
1,30,5,1,1,70,20,25,90,75,85,90,90
70,0,1,2,2,85,84,41,92,38,18,83,86
50,50,3,5,1,30,30,70,55,30,55,75,60
50,50,3,3,2,50,70,60,70,50,50,60,70
60,50,2,6,2,40,40,50,70,40,40,100,70
75,10,3,1,1,2,25,30,50,75,50,90,90
60,30,1,5,1,51,94,60,93,16,30,70,85
60,20,2,1,1,30,85,70,95,30,30,70,90
0,0,4,1,1,30,60,15,60,50,30,100,100
0,60,6,1,1,50,49,15,59,62,39,70,51
30,85,7,1,2,71,31,58,56,51,50,87,50
84,14,2,5,2,59,52,51,91,1,0,3,47
100,20,1,2,2,95,81,99,99,97,74,94,96
85,15,1,1,2,30,100,50,85,40,100,85,100
31,80,6,1,1,65,80,75,60,60,45,85,90
16,41,7,1,1,60,40,30,70,60,85,100,60
100,0,1,1,2,0,90,87,79,40,33,96,94
70,60,2,1,1,70,85,100,70,85,60,85,70
0,9,7,1,1,85,40,85,70,70,70,100,100
51,39,4,2,1,60,60,50,60,60,50,60,50
15,70,6,1,2,50,60,50,60,40,50,85,70
85,0,1,1,2,50,50,50,70,30,0,85,50
50,50,5,1,2,30,50,50,50,57,50,82,82
23,60,7,1,1,70,50,30,85,30,60,100,85
70,30,1,1,2,0,70,50,60,70,70,50,85
7,87,6,1,1,50,15,84,60,53,50,50,50
50,48,4,1,2,85,50,100,100,85,100,100,100
1,85,6,1,2,85,40,50,70,50,60,85,50
0,70,4,1,1,72,50,99,69,70,70,87,51
28,74,5,1,2,41,51,52,82,92,84,97,100
70,15,1,1,2,40,70,85,50,15,50,85,100
85,50,2,1,1,50,85,70,100,50,50,100,100
0,65,7,1,1,85,40,15,85,70,100,85,85
75,18,3,1,2,51,74,63,71,63,58,73,54
50,50,4,1,1,48,49,51,96,21,13,68,53
40,70,2,1,2,60,40,60,100,70,70,100,70
17,71,7,1,2,70,30,0,60,50,60,85,70
85,50,3,2,2,85,40,85,85,85,85,85,70
50,70,7,3,1,52,61,76,85,85,61,86,91
70,15,2,1,2,0,95,50,75,31,35,40,92
85,15,1,2,2,85,85,60,85,85,70,100,100
15,60,4,1,1,85,30,50,85,70,70,85,60
40,15,2,2,2,30,85,60,85,30,40,40,60
0,41,7,1,2,99,1,37,87,24,52,94,74
50,50,4,5,2,50,50,40,85,40,40,40,60
70,0,2,1,1,1,99,86,50,16,17,66,100
0,0,5,1,1,50,50,50,50,50,50,100,50
40,85,6,1,1,70,50,70,85,70,70,100,100
2,91,7,1,2,58,78,81,76,86,72,98,76
100,0,1,2,2,51,61,51,88,70,52,86,51
98,4,1,1,1,15,50,60,70,40,31,85,93
75,45,1,1,1,30,40,70,85,60,70,85,100
99,60,1,2,1,64,50,85,86,87,71,72,88
15,40,4,1,1,25,75,25,50,75,50,90,100
40,30,2,1,2,16,29,34,83,11,15,79,78
76,59,3,1,2,70,85,70,70,70,70,85,85
38,50,6,1,1,60,30,85,50,50,50,100,100
0,40,5,1,1,69,30,50,51,51,50,69,51
90,0,1,1,1,6,86,99,86,40,17,41,100
50,50,4,5,1,40,40,50,50,40,50,70,85
61,60,3,1,1,3,30,16,99,17,41,17,98
50,50,3,1,2,60,70,50,70,60,70,70,85
70,0,2,1,2,51,71,99,100,1,0,98,100
85,15,1,1,2,0,85,15,70,70,70,85,85
15,15,4,1,1,50,50,30,50,70,70,50,0
70,0,1,1,2,40,85,80,85,30,50,60,90
15,72,5,1,2,14,33,29,71,29,51,90,85
60,15,1,1,1,16,85,71,85,40,50,50,85
62,74,6,1,2,85,85,60,40,60,85,100,70
85,31,1,2,2,100,50,88,100,88,75,99,50
15,60,5,1,2,50,30,30,30,50,50,80,50
85,40,1,1,2,50,70,30,60,30,40,100,70
50,50,5,1,2,100,61,59,73,41,51,83,72
40,30,7,1,1,32,100,86,84,86,98,85,92
18,62,6,1,1,85,51,60,70,56,60,66,61
85,0,1,1,1,0,100,0,100,70,50,85,100
70,15,1,1,2,50,60,50,60,50,51,60,85
98,0,1,2,2,80,76,40,92,73,59,40,71
60,40,2,1,1,52,50,50,73,50,51,85,82
60,80,2,1,1,20,42,65,61,33,54,73,94
60,60,4,1,2,60,50,50,50,70,50,70,60
31,99,7,1,2,45,50,90,70,60,70,85,100
60,15,1,1,2,72,100,88,94,35,63,77,95
100,0,3,1,1,100,60,85,60,50,50,85,85
0,60,7,1,1,60,15,15,85,70,50,85,60
54,85,6,1,1,100,50,61,61,60,50,100,60
15,85,6,1,2,71,85,86,75,70,70,99,99
15,60,7,1,1,100,50,70,100,60,70,89,70
0,85,6,1,1,30,15,30,85,70,60,100,100
40,30,4,5,1,68,53,52,73,69,52,61,86
86,17,1,1,1,40,42,51,70,42,31,52,52
80,0,1,1,2,15,100,79,85,30,70,80,94
60,15,4,5,1,40,70,70,70,40,50,60,70
70,40,2,3,1,50,50,50,50,50,50,50,50
72,32,3,1,2,40,40,50,60,40,30,70,70
50,50,4,1,2,62,50,84,99,66,25,92,63
85,0,1,1,1,3,75,73,80,27,46,76,83
4,1,6,1,2,100,100,0,100,100,16,9,100
1,41,7,1,1,66,40,60,70,60,50,99,66
63,1,1,1,2,0,85,50,70,15,30,70,50
80,1,1,6,2,40,70,70,70,50,50,40,70
80,20,2,5,2,50,30,50,45,35,60,10,50
60,15,3,1,1,30,75,40,70,60,60,75,85
59,67,4,1,2,51,52,60,78,39,41,84,85
85,30,1,1,2,50,70,85,70,30,50,40,85
40,60,7,1,2,67,60,31,60,85,52,93,97
0,85,7,1,2,85,16,20,85,85,80,100,60
16,41,7,1,2,59,51,41,61,70,50,60,15
15,15,4,5,1,60,50,50,70,50,50,60,40
70,60,3,6,2,85,60,50,100,30,50,85,85
60,60,6,1,1,30,65,40,70,60,60,80,75
100,0,1,1,1,16,100,85,54,51,52,70,85
62,57,2,1,1,51,84,54,70,70,71,85,85
40,15,3,1,2,50,50,50,50,40,50,85,50
0,60,7,1,1,50,0,50,100,80,85,100,50
85,50,5,1,1,15,15,0,70,15,50,85,85
48,60,5,1,2,50,50,55,50,45,49,90,90
70,40,3,1,1,75,70,90,81,29,74,100,70
68,16,1,1,2,50,58,68,51,46,51,99,100
85,60,1,1,2,50,50,70,100,50,0,70,85
85,15,1,3,1,50,80,90,75,50,50,99,80
12,73,7,1,1,53,7,41,55,49,50,91,83
50,50,6,1,2,50,50,50,50,50,50,85,50
50,50,4,1,2,43,75,7,12,40,23,100,100
60,30,3,1,2,30,15,0,40,30,40,100,70
40,70,7,1,1,50,0,0,50,50,50,100,50
70,15,3,2,2,15,40,60,50,30,30,40,85
100,0,1,2,2,50,100,50,100,50,50,40,50
100,40,1,1,2,40,90,75,85,60,90,100,100
50,50,4,1,2,50,30,85,70,30,15,85,85
15,70,6,1,2,85,25,2,72,50,71,98,40
20,85,7,1,1,51,50,84,51,51,50,94,50
100,0,1,2,2,85,50,60,85,40,0,40,0
85,0,1,1,2,48,100,100,100,33,49,69,81
70,30,2,1,1,30,70,45,50,40,50,50,85
15,60,6,1,2,50,30,60,70,30,30,85,85
30,85,6,1,1,50,15,30,85,70,85,100,70
1,84,7,1,1,16,61,54,48,23,34,81,50
40,55,5,1,1,30,30,30,50,50,60,100,100
70,70,2,1,2,70,60,72,60,100,60,70,100
85,15,3,2,1,50,40,85,70,50,50,50,70
30,50,5,1,1,100,15,70,85,60,50,60,30
52,51,4,5,1,31,61,46,93,31,51,31,56
75,65,5,1,2,31,76,30,75,39,74,70,73
0,5,2,1,1,48,85,80,85,50,80,100,100
85,0,1,1,2,15,85,70,85,30,40,60,85
70,50,3,1,2,50,70,50,50,50,40,70,70
30,60,6,1,1,70,40,40,80,50,70,60,75
40,60,5,1,1,23,62,80,69,83,49,83,67
100,0,1,1,2,100,85,85,100,50,85,100,100
15,60,6,1,2,30,85,50,60,85,85,85,100
15,85,7,1,1,50,32,34,50,85,72,52,68
85,10,1,1,2,0,85,85,70,15,60,15,100
0,0,5,5,2,50,70,40,70,60,50,85,60
0,60,7,1,1,0,85,50,50,60,70,60,100
99,15,1,5,1,63,52,58,56,55,53,54,53
0,0,4,6,1,52,53,55,51,55,52,51,53
75,30,3,1,1,10,50,90,80,20,70,95,95
50,0,4,2,2,40,70,85,85,15,30,40,100
40,70,5,6,1,50,50,50,50,50,50,50,85
15,84,7,1,1,61,55,60,59,60,67,95,79
50,51,4,2,1,0,0,70,100,70,30,70,70
0,60,6,1,2,60,50,60,70,60,70,60,70
32,32,6,1,2,16,51,42,51,31,50,98,51
85,0,1,2,2,85,83,68,90,70,50,15,80
0,60,5,1,1,40,31,1,69,70,86,87,99
70,20,2,1,1,1,75,49,99,70,99,69,99
1,31,6,1,2,50,50,50,50,50,50,85,70
61,2,1,1,2,54,10,99,98,2,1,88,93
40,60,2,1,2,50,70,50,40,50,40,100,60
62,31,3,2,2,4,19,60,70,54,0,99,85
72,7,2,5,1,0,85,84,85,15,18,85,100
80,30,1,1,1,30,70,60,60,60,50,70,100
70,30,3,4,2,60,60,50,85,40,40,85,85
40,15,2,1,2,30,30,70,50,0,40,70,70
60,15,3,1,2,50,50,60,60,40,30,85,50
59,48,4,2,1,94,53,68,80,91,76,96,94
31,72,7,1,1,52,3,48,84,66,53,40,86
85,40,2,5,2,51,41,61,85,70,51,85,60
60,30,3,1,1,1,51,78,85,40,70,77,100
70,15,1,1,2,1,99,87,82,16,14,38,98
40,50,5,1,1,47,55,61,85,74,80,100,79
1,30,4,5,2,50,30,0,50,50,50,100,50
70,15,2,1,2,0,100,50,50,50,50,50,100
85,15,1,1,2,15,70,70,85,15,70,70,85
99,52,1,2,2,60,100,85,100,50,50,70,85
64,30,3,2,1,29,57,17,11,16,50,42,19
0,70,4,1,1,15,50,70,100,70,85,100,100
100,30,1,5,2,54,100,84,100,55,15,82,80
70,30,3,1,1,70,60,60,60,46,50,60,55
0,0,4,1,2,3,91,34,85,58,51,81,94
16,16,4,1,2,39,71,86,93,31,60,85,60
15,60,5,1,2,52,12,87,94,87,51,96,90
0,85,7,6,1,60,50,40,70,85,50,85,60
0,100,7,1,2,32,31,0,70,42,40,100,16
50,70,6,1,1,50,0,70,60,50,50,50,85
85,40,1,1,1,16,91,53,86,47,59,94,90
1,85,5,1,2,85,1,71,100,52,31,100,70
60,35,3,1,1,60,70,75,55,65,55,80,70
100,0,1,2,2,100,100,40,100,15,15,15,100
60,30,2,1,2,50,70,51,63,31,49,84,87
30,60,2,1,1,60,31,85,95,25,49,100,90
91,40,1,2,2,50,51,89,85,60,50,70,70
0,40,5,1,2,59,59,51,41,72,85,99,84
0,85,7,5,1,51,71,69,82,60,50,90,84
15,85,7,1,2,85,0,30,100,60,100,100,70
41,58,6,1,2,51,53,62,85,62,66,85,74
50,50,4,2,1,53,71,18,84,83,77,21,84
60,0,1,1,1,0,70,60,80,0,60,40,90
0,100,7,1,1,85,50,100,70,70,60,100,85
0,75,5,1,2,40,50,70,15,50,50,85,100
60,40,2,1,1,43,46,52,79,29,60,84,88
40,85,6,1,2,50,60,40,50,50,85,60,85
31,51,6,1,2,40,50,50,50,70,50,85,50
51,51,4,5,2,16,99,93,41,51,88,17,99
20,70,7,1,1,52,8,50,60,12,30,97,72
51,1,1,1,1,3,40,62,100,16,41,50,100
0,70,7,6,2,69,85,38,71,56,41,93,85
15,0,1,2,2,0,100,100,100,0,40,30,30
85,30,2,2,2,85,85,85,85,85,50,85,100
50,50,5,1,1,99,51,51,32,51,61,96,31
50,50,4,1,1,30,48,80,60,50,60,80,70
71,17,1,2,2,51,31,50,78,40,51,70,51
100,85,2,3,2,15,15,85,100,70,50,100,85
0,0,2,5,1,70,85,64,67,64,58,82,73
15,15,1,2,2,61,70,71,85,70,61,71,72
0,0,2,5,1,15,100,94,100,35,40,60,100
15,60,6,1,2,50,18,60,50,85,50,60,50
